accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,brier,dataset,model,n_classes,time_sec
0.5133333333333333,0.232183908045977,0.37151211361737674,0.5133333333333333,0.41596736596736594,0.4940431468389049,0.4227097478356061,,cyber,ExtraTrees,4,0.46648550033569336
0.5133333333333333,0.2267241379310345,0.35151851851851856,0.5133333333333333,0.4076434329065908,0.49258451684767474,0.41196916105890763,,cyber,RandomForest,4,0.6478309631347656
0.47333333333333333,0.20948275862068966,0.34040404040404043,0.47333333333333333,0.39097675483797095,0.4835683154819055,0.406275530455131,,cyber,GradientBoosting,4,2.0003275871276855
0.18,0.14859279918864096,0.3113164278120824,0.18,0.21670923913043477,0.44682370727814563,0.3625743396546524,,cyber,LogisticRegression,4,0.0585019588470459
0.9999810466063949,0.9999474513925382,1.0,0.9998949027850762,0.9999474486310368,0.9999999975697819,0.9999999889557362,2.4925081176573458e-05,video,RandomForest,2,28.75763201713562
0.9999810466063949,0.9999474513925382,1.0,0.9998949027850762,0.9999474486310368,0.9999474513925382,0.9999138561786813,1.8955532901848433e-05,video,GradientBoosting,2,68.14072322845459
0.9987490760220618,0.9992369236461176,0.9931113662456946,1.0,0.9965437788018433,0.9999986512289163,0.9999938751996665,0.0021203614410265624,video,ExtraTrees,2,11.336209535598755
0.9478971209795114,0.9457149360406677,0.8029733118395128,0.9423016290068313,0.8670760601518301,0.9912744085948652,0.972172817634159,0.0358664364726022,video,LogisticRegression,2,0.4264674186706543
