dataset,mean_risk,mean_effective_risk,max_cumulative_risk,mean_workload,final_resilience,min_resilience,mean_recovery,mean_mitigation
cyber,0.5446323761892422,0.5446323761892422,14.967777696055796,0.45252441442026886,0.03971393694052044,0.0,0.018719754108583005,0.0030600000000000002
video,0.25155003045219954,0.02515500304521996,2.041191775333851,0.15644131081670187,0.9190062910179981,0.0,0.0052380120751736965,0.001043938704725081
