dataset,step,risk,effective_risk,action,cumulative_risk,workload,passive_recovery,risk_drain,mitigation_gain,workload_penalty,resilience
cyber,39,0.6506415480062332,0.6506415480062332,investigate,14.551425728070418,0.6165949467611785,0.02,0.03903849288037399,0.00375,0.01920634747792474,0.0
cyber,40,0.6469591203161528,0.6469591203161528,investigate,14.616327819263754,0.6099354520850607,0.02,0.03881754721896916,0.00375,0.019042858111252503,0.0
cyber,41,0.644598595383379,0.644598595383379,investigate,14.67627330187658,0.6039419068765547,0.02,0.03867591572300274,0.00375,0.018894701007849613,0.0
cyber,42,0.6413589659142972,0.6413589659142972,investigate,14.730581335715813,0.5985477161888992,0.02,0.03848153795485783,0.00375,0.0187605371878022,0.0
cyber,43,0.6388394506912703,0.6388394506912703,investigate,14.78019753297845,0.5936929445700094,0.02,0.03833036704147622,0.00375,0.018639124462981122,0.0
cyber,44,0.6309856945766821,0.6309856945766821,investigate,14.819975326235992,0.5893236501130086,0.02,0.03785914167460092,0.00375,0.018529314830733706,0.0
cyber,45,0.6304895973400805,0.6304895973400805,investigate,14.857665910526633,0.5853912851017078,0.02,0.03782937584040483,0.00375,0.018430050788739948,0.0
cyber,46,0.6131800845616819,0.6131800845616819,investigate,14.876539358667248,0.5818521565915371,0.02,0.036790805073700916,0.00375,0.01834036092871346,0.0
cyber,47,0.6131233928489527,0.6131233928489527,investigate,14.89460117716951,0.5786669409323835,0.02,0.03678740357093716,0.00375,0.018259355085836673,0.0
cyber,48,0.6130491947367304,0.6130491947367304,investigate,14.91186632481946,0.5758002468391452,0.02,0.03678295168420382,0.00375,0.01818621925561987,0.0
cyber,49,0.6120666628023234,0.6120666628023234,investigate,14.927458334629005,0.5732202221552307,0.02,0.0367239997681394,0.00375,0.018120210437684053,0.0
cyber,50,0.6119797389156061,0.6119797389156061,investigate,14.94233974015945,0.5708981999397077,0.02,0.03671878433493636,0.00375,0.01806065152451124,0.0
cyber,51,0.6090271743168815,0.6090271743168815,investigate,14.953673324869953,0.568808379945737,0.02,0.03654163045901289,0.00375,0.018006926320521126,0.0
cyber,52,0.6037804146476738,0.6037804146476738,investigate,14.959306806522827,0.5669275419511633,0.02,0.03622682487886043,0.00375,0.017958474751263283,0.0
cyber,53,0.6030650492656315,0.6030650492656315,investigate,14.963999583527546,0.5652347877560471,0.02,0.03618390295593789,0.00375,0.01791478830267436,0.0
cyber,54,0.6023354728519684,0.6023354728519684,investigate,14.967775073038412,0.5637113089804424,0.02,0.0361401283711181,0.00375,0.017875405715100073,0.0
cyber,55,0.5987136259389201,0.5987136259389201,investigate,14.967777696055796,0.5623401780823982,0.02,0.0359228175563352,0.00375,0.01783990894518615,0.0
cyber,56,0.5970170946187927,0.5970170946187927,investigate,14.966083682832355,0.5611061602741585,0.02,0.03582102567712756,0.00375,0.017807919400041637,0.0
cyber,57,0.5951234462862756,0.5951234462862756,investigate,14.962563781805336,0.5599955442467427,0.02,0.035707406777176535,0.00375,0.01777909444165766,0.0
cyber,58,0.5937621300058576,0.5937621300058576,investigate,14.957823360538981,0.5589959898220684,0.02,0.035625727800351455,0.00375,0.01775312415493033,0.0
cyber,59,0.5909422204075991,0.5909422204075991,investigate,14.95045264652502,0.5580963908398616,0.02,0.035456533224455945,0.00375,0.017729728369392652,0.0
cyber,60,0.5900147126501579,0.5900147126501579,investigate,14.942449253314177,0.5572867517558755,0.02,0.035400882759009475,0.00375,0.017708653922590623,0.0
cyber,61,0.586134987095634,0.586134987095634,investigate,14.930886270277242,0.556558076580288,0.02,0.03516809922573804,0.00375,0.017689672151692964,0.0
cyber,62,0.5840239230013688,0.5840239230013688,investigate,14.917674742467522,0.5559022689222592,0.02,0.03504143538008213,0.00375,0.01767257659920261,0.0
cyber,63,0.5827877981168904,0.5827877981168904,investigate,14.90375555088571,0.5553120420300334,0.02,0.034967267887013424,0.00375,0.017657180918385328,0.0
cyber,64,0.5788107803534257,0.5788107803534257,investigate,14.886416109203706,0.55478083782703,0.02,0.03472864682120554,0.00375,0.01764331696412314,0.0
cyber,65,0.5772187480471823,0.5772187480471823,investigate,14.86817821288274,0.554302754044327,0.02,0.034633124882830935,0.00375,0.017630833055241914,0.0
cyber,66,0.5737964339486374,0.5737964339486374,investigate,14.847247518316067,0.5538724786398944,0.02,0.03442778603691825,0.00375,0.017619592394878408,0.0
cyber,67,0.5719239955342599,0.5719239955342599,investigate,14.825281613117683,0.5534852307759051,0.02,0.03431543973205559,0.00375,0.0176094716360855,0.0
cyber,68,0.5695560134955859,0.5695560134955859,investigate,14.80182636208856,0.5531367076983146,0.02,0.034173360809735154,0.00375,0.017600359580580063,0.0
cyber,69,0.5693615652776939,0.5693615652776939,investigate,14.779114872882712,0.5528230369284831,0.02,0.03416169391666163,0.00375,0.017592155999283494,0.0
cyber,70,0.566849961322402,0.566849961322402,investigate,14.754800239289805,0.5525407332356348,0.02,0.03401099767934412,0.00375,0.01758477056406464,0.0
cyber,71,0.5621432305227999,0.5621432305227999,investigate,14.726751460241012,0.5522866599120714,0.02,0.033728593831367996,0.00375,0.017578121880850433,0.0
cyber,72,0.5493535650156729,0.5493535650156729,monitor,14.687034966847044,0.5220579939208643,0.02,0.032961213900940374,0.0015,0.01677503853191882,0.0
cyber,73,0.5471052109296448,0.5471052109296448,monitor,14.646658779102808,0.4948521945287779,0.02,0.032826312655778685,0.0015,0.01603206707894584,0.0
cyber,74,0.5450209439260347,0.5450209439260347,monitor,14.60581337186473,0.47036697507590014,0.02,0.03270125663556208,0.0015,0.015347352165849414,0.0
cyber,75,0.5403569042119507,0.5403569042119507,monitor,14.561937741202092,0.4483302775683102,0.02,0.032421414252717044,0.0015,0.01471839337783301,0.0
cyber,76,0.5328362380624992,0.5328362380624992,monitor,14.512296469616507,0.4284972498114792,0.02,0.03197017428374995,0.0015,0.014142263586340464,0.0
cyber,77,0.5325938651254842,0.5325938651254842,monitor,14.46439847595733,0.4106475248303313,0.02,0.03195563190752905,0.0015,0.01361578218238841,0.0
cyber,78,0.5211220714723448,0.5211220714723448,monitor,14.406944608391381,0.3945827723472982,0.02,0.031267324288340684,0.0015,0.013135649013935586,0.0
cyber,79,0.5183105245192642,0.5183105245192642,monitor,14.34897734857499,0.3801244951125684,0.02,0.03109863147115585,0.0015,0.012698545287441158,0.0
cyber,80,0.518203687246751,0.518203687246751,monitor,14.293221941878743,0.3671120456013116,0.02,0.03109222123480506,0.0015,0.012301207449832645,0.0
cyber,81,0.5125748935231853,0.5125748935231853,monitor,14.234067957726777,0.35540084104118047,0.02,0.030754493611391116,0.0015,0.011940479462673681,0.0
cyber,82,0.5101924024869785,0.5101924024869785,monitor,14.174897641904685,0.3448607569370625,0.02,0.030611544149218708,0.0015,0.011613348128439147,0.0
cyber,83,0.5101804525492912,0.5101804525492912,monitor,14.118082188777787,0.33537468124335623,0.02,0.030610827152957473,0.0015,0.01131696535813051,0.0
cyber,84,0.5070594739829989,0.5070594739829989,monitor,14.060418375209673,0.32683721311902064,0.02,0.030423568438979934,0.0015,0.011048660550725427,0.0
cyber,85,0.4997881924361147,0.4997881924361147,monitor,13.997789832637402,0.3191534918071186,0.02,0.029987291546166882,0.0015,0.01080594562140702,0.0
cyber,86,0.49500639573183564,0.49500639573183564,monitor,13.93288463506374,0.31223814262640676,0.02,0.02970038374391014,0.0015,0.010586514677611973,0.0
cyber,87,0.49464229709585344,0.49464229709585344,monitor,13.870211546757043,0.30601432836376613,0.02,0.029678537825751205,0.0015,0.010388239897250668,0.0
cyber,88,0.4911219087940986,0.4911219087940986,monitor,13.80652499368086,0.30041289552738953,0.02,0.029467314527645914,0.0015,0.010209164803072516,0.0
cyber,89,0.48440440056035583,0.48440440056035583,monitor,13.738668394493981,0.2953716059746506,0.02,0.029064264033621348,0.0015,0.010047495839563112,0.0
cyber,90,0.4831361973078683,0.4831361973078683,monitor,13.672257856022089,0.2908344453771856,0.02,0.028988171838472094,0.0015,0.009901592932090622,0.0
cyber,91,0.48081992704026283,0.48081992704026283,monitor,13.606187468821469,0.2867510008394671,0.02,0.02884919562241577,0.0015,0.009769959531202082,0.0
cyber,92,0.47719314860555234,0.47719314860555234,monitor,13.539133118674162,0.2830759007555204,0.02,0.02863158891633314,0.0015,0.009651232508277468,0.0
cyber,93,0.47670744644886176,0.47670744644886176,monitor,13.474275240376056,0.2797683106799684,0.02,0.028602446786931704,0.0015,0.009544172163942313,0.0
cyber,94,0.4717668536203924,0.4717668536203924,monitor,13.407071084381405,0.2767914796119716,0.02,0.028306011217223544,0.0015,0.009447652530916915,0.0
cyber,95,0.47134651532982447,0.47134651532982447,monitor,13.342134756335971,0.2741123316507744,0.02,0.028280790919789467,0.0015,0.009360652092831543,0.0
cyber,96,0.47057657441229006,0.47057657441229006,monitor,13.279025940494822,0.271701098485697,0.02,0.028234594464737403,0.0015,0.009282244995557852,0.0
cyber,97,0.46861422135179265,0.46861422135179265,monitor,13.216479124226822,0.2695309886371273,0.02,0.028116853281107558,0.0015,0.009211592794314093,0.0
cyber,98,0.467075983918525,0.467075983918525,monitor,13.154895943176273,0.2675778897734146,0.02,0.028024559035111498,0.0015,0.009147936755463203,0.0
cyber,99,0.4624503393599086,0.4624503393599086,monitor,13.091150444809129,0.26582010079607316,0.02,0.027747020361594515,0.0015,0.009090590714408828,0.0
cyber,100,0.46042333780649625,0.46042333780649625,monitor,13.027927764823259,0.26423809071646587,0.02,0.027625400268389774,0.0015,0.009038934478654262,0.0
cyber,101,0.4583973478156026,0.4583973478156026,monitor,12.96520800204593,0.2628142816448193,0.02,0.027503840868936154,0.0015,0.008992407756648384,0.0
cyber,102,0.4539438967474385,0.4539438967474385,monitor,12.900543578711531,0.2615328534803374,0.02,0.02723663380484631,0.0015,0.008950504587521313,0.0
cyber,103,0.45283454623280117,0.45283454623280117,monitor,12.83735638179587,0.2603795681323037,0.02,0.02717007277396807,0.0015,0.0089127682434598,0.0
cyber,104,0.4521485931525893,0.4521485931525893,monitor,12.776010719676623,0.2593416113190733,0.02,0.027128915589155356,0.0015,0.008878786574714574,0.0
cyber,105,0.44717005076899374,0.44717005076899374,monitor,12.712140341658552,0.258407450187166,0.02,0.026830203046139624,0.0015,0.0088481877666327,0.0
cyber,106,0.4375011707109097,0.4375011707109097,monitor,12.641155898703119,0.25756670516844943,0.02,0.02625007024265458,0.0015,0.008820636478336322,0.0
cyber,107,0.43721573030262284,0.43721573030262284,monitor,12.572725393057615,0.2568100346516045,0.02,0.02623294381815737,0.0015,0.00879583033347483,0.0
cyber,108,0.43709789582917435,0.43709789582917435,monitor,12.506914273164485,0.2561290311864441,0.02,0.02622587374975046,0.0015,0.008773496734672972,0.0
cyber,109,0.4362653842616966,0.4362653842616966,monitor,12.442903086499602,0.2555161280677997,0.02,0.026175923055701794,0.0015,0.008753389974742018,0.0
cyber,110,0.4343665365073661,0.4343665365073661,monitor,12.379553499546983,0.25496451526101976,0.02,0.026061992190441967,0.0015,0.008735288619311376,0.0
cyber,111,0.43303464360857724,0.43303464360857724,monitor,12.31740600317368,0.2544680637349178,0.02,0.025982078616514633,0.0015,0.008718993137197203,0.0
cyber,112,0.43103252073148157,0.43103252073148157,monitor,12.255742283778213,0.25402125736142606,0.02,0.025861951243888893,0.0015,0.008704323756498069,0.0
cyber,113,0.43086874781149065,0.43086874781149065,monitor,12.196381340238576,0.2536191316252835,0.02,0.025852124868689437,0.0015,0.008691118526055714,0.0
cyber,114,0.42800213964624845,0.42800213964624845,monitor,12.13652822627528,0.2532572184627552,0.02,0.025680128378774907,0.0015,0.008679231563514796,0.0
cyber,115,0.4270600990099697,0.4270600990099697,monitor,12.078127196234236,0.2529314966164797,0.02,0.025623605940598183,0.0015,0.00866853147274083,0.0
cyber,116,0.41338861058767223,0.41338861058767223,monitor,12.008390718972539,0.2526383469548317,0.02,0.024803316635260333,0.0015,0.008658899914799038,0.0
cyber,117,0.40965467356788715,0.40965467356788715,monitor,11.937709763781525,0.2523745122593486,0.02,0.02457928041407323,0.0015,0.008650230318052236,0.0
cyber,118,0.40528304713393914,0.40528304713393914,monitor,11.865484420364202,0.25213706103341377,0.02,0.02431698282803635,0.0015,0.008642426714200522,0.0
cyber,119,0.3979240656414113,0.3979240656414113,monitor,11.788789109191047,0.2519233549300724,0.02,0.02387544393848468,0.0015,0.008635402688259403,0.0
cyber,120,0.39386917502433105,0.39386917502433105,monitor,11.711106719847736,0.25173101943706516,0.02,0.02363215050145986,0.0015,0.008629080431557933,0.0
cyber,121,0.3907461909751122,0.3907461909751122,monitor,11.63340864202894,0.25155791749335865,0.02,0.023444771458506732,0.0015,0.008623389887837648,0.0
cyber,122,0.3899539004357963,0.3899539004357963,monitor,11.558026196783578,0.2514021257440228,0.02,0.023397234026147778,0.0015,0.008618267983450653,0.0
cyber,123,0.3870843810990612,0.3870843810990612,monitor,11.482789530011296,0.25126191316962054,0.02,0.02322506286594367,0.0015,0.008613657933495507,0.0
cyber,124,0.3795225752552807,0.3795225752552807,monitor,11.403000524066124,0.2511357218526585,0.02,0.022771354515316842,0.0015,0.008609508616497598,0.0
cyber,125,0.375135952812917,0.375135952812917,monitor,11.322016455916396,0.25102214966739267,0.02,0.02250815716877502,0.0015,0.008605774010941284,0.0
cyber,126,0.3707933401747795,0.3707933401747795,monitor,11.239929137854519,0.25091993470065344,0.02,0.02224760041048677,0.0015,0.00860241268759914,0.0
cyber,127,0.3699142157105065,0.3699142157105065,monitor,11.160246188050845,0.2508279412305881,0.02,0.022194852942630388,0.0015,0.008599387352183971,0.0
cyber,128,0.36757198821575454,0.36757198821575454,monitor,11.081408328744565,0.2507451471075293,0.02,0.02205431929294527,0.0015,0.008596664433376441,0.0
cyber,129,0.363286769394654,0.363286769394654,monitor,11.001438764989436,0.2506706323967764,0.02,0.02179720616367924,0.0015,0.008594213711759453,0.0
cyber,130,0.36257923286090277,0.36257923286090277,monitor,10.92396044725076,0.25060356915709875,0.02,0.021754753971654165,0.0015,0.008592007985624225,0.0
cyber,131,0.358103377726282,0.358103377726282,monitor,10.845105407087011,0.25054321224138887,0.02,0.02148620266357692,0.0015,0.008590022770005716,0.0
cyber,132,0.3570591629505431,0.3570591629505431,monitor,10.768360353754074,0.25048889101724997,0.02,0.021423549777032584,0.0015,0.008588236025660815,0.0
cyber,133,0.3528875035248217,0.3528875035248217,monitor,10.690513443128731,0.250440001915525,0.02,0.0211732502114893,0.0015,0.008586627915024344,0.0
cyber,134,0.3500189115982694,0.3500189115982694,monitor,10.612911817001851,0.2503960017239725,0.02,0.021001134695896165,0.0015,0.008585180582468816,0.0
cyber,135,0.33767077209038193,0.33767077209038193,observe,10.526066116412158,0.23035640155157527,0.02,0.020260246325422917,0.0003,0.007922828145435797,0.0
cyber,136,0.3368818042790584,0.3368818042790584,observe,10.44190527603473,0.21232076139641776,0.02,0.020212908256743503,0.0003,0.007321537320090212,0.0
cyber,137,0.32716395150966704,0.32716395150966704,observe,10.351393016503007,0.196088685256776,0.02,0.019629837090580023,0.0003,0.006776472279543197,0.0
cyber,138,0.31412183807418936,0.31412183807418936,observe,10.251459133917075,0.18147981673109842,0.02,0.01884731028445136,0.0003,0.0062829682010332785,0.0
cyber,139,0.311757192002902,0.311757192002902,observe,10.153157960563295,0.1683318350579886,0.02,0.018705431520174117,0.0003,0.005836590309575057,0.0
cyber,140,0.3062079444311072,0.3062079444311072,observe,10.05323958657187,0.15649865155218975,0.02,0.018372476665866434,0.0003,0.005433168979966847,0.0
cyber,141,0.29887876100092764,0.29887876100092764,observe,9.949988764109923,0.1458487863969708,0.02,0.017932725660055656,0.0003,0.005068817317970717,0.0
cyber,142,0.29527581339796805,0.29527581339796805,observe,9.847265026943493,0.13626390775727373,0.02,0.01771654880387808,0.0003,0.004739936209953566,0.0
cyber,143,0.28891634486375417,0.28891634486375417,observe,9.742290770729507,0.12763751698154635,0.02,0.01733498069182525,0.0003,0.0044432106474397584,0.0
cyber,144,0.2862723695513455,0.2862723695513455,observe,9.638871509451674,0.11987376528339172,0.02,0.017176342173080728,0.0003,0.004175600184455855,0.0
cyber,145,0.23667107310529442,0.23667107310529442,observe,9.4899877221789,0.11288638875505255,0.02,0.014200264386317664,0.0003,0.003934325641584567,0.0021654099720977687
cyber,146,0.2113162426973233,0.2113162426973233,observe,9.321704455989067,0.1065977498795473,0.019956691800558046,0.012678974561839397,0.0003,0.0037168535971769615,0.006026273613639454
cyber,147,0.1793595545819085,0.1793595545819085,observe,9.128195832331414,0.10093797489159258,0.01987947452772721,0.01076157327491451,0.0003,0.0035208797703126828,0.011923295096139472
cyber,148,0.09300197235124535,0.09300197235124535,observe,8.856069971389402,0.09584417740243333,0.01976153409807721,0.005580118341074721,0.0003,0.00334431207278475,0.023060398780357216
cyber,149,0.0,0.0,observe,8.501827172533826,0.09125975966219,0.019538792024392855,0.0,0.0003,0.0031852538642296326,0.03971393694052044
video,0,1.0,0.1,escalate,0.1,0.145,0.0,0.006,0.00975,0.005039729305206304,0.9987102706947936
video,1,0.9123946236980326,0.09123946236980326,escalate,0.18723946236980327,0.27549999999999997,2.5794586104128657e-05,0.005474367742188195,0.00975,0.009405729726287127,0.9936059678124222
video,2,0.9056562031029975,0.09056562031029976,escalate,0.27031550418531086,0.39294999999999997,0.00012788064375155673,0.0054339372186179855,0.00975,0.013086521267870844,0.984963389969685
video,3,0.8961197478691229,0.0896119747869123,escalate,0.3491148588048107,0.49865499999999996,0.0003007322006062996,0.005376718487214737,0.00975,0.016137055474160847,0.9735003482089157
video,4,0.8742285430192006,0.08742285430192007,escalate,0.4225731187545383,0.5937895,0.0005299930358216853,0.005245371258115204,0.00975,0.018641545350139767,0.9598934246364825
video,5,0.8693865017180278,0.08693865017180279,escalate,0.4926088441761595,0.6794105500000001,0.0008021315072703494,0.005216319010308167,0.00975,0.020689762013905617,0.9445394751195392
video,6,0.8652491073696734,0.08652491073696734,escalate,0.5594294011460805,0.756469495,0.0011092104976092166,0.0051914946442180405,0.00975,0.022364744965296945,0.9278424460076334
video,7,0.864469507868178,0.0864469507868178,escalate,0.6234991758870552,0.8258225455000001,0.0014431510798473314,0.005186817047209068,0.00975,0.023737928566380566,0.9101108514738913
video,8,0.863342030566014,0.0863342030566014,escalate,0.6848934119081744,0.8882402909500001,0.001797782970522175,0.005180052183396084,0.00975,0.024868322137648866,0.8916102601233684
video,9,0.8614298958531358,0.08614298958531358,escalate,0.743640665017161,0.9444162618550002,0.0021677947975326317,0.005168579375118815,0.00975,0.025803565084242936,0.8725559104615392
video,10,0.8609936444658745,0.08609936444658745,escalate,0.7999944028630619,0.9949746356695002,0.002548881790769215,0.005165961866795247,0.00975,0.026581643940781156,0.853107186444732
video,11,0.8588977602789915,0.08588977602789916,contain,0.8538844027764385,0.9904771721025502,0.002937856271105359,0.005153386561673949,0.00675,0.026514800129401533,0.8311268560247619
video,12,0.8587042186677127,0.08587042186677128,contain,0.9055994485321522,0.9864294548922952,0.0033774628795047623,0.005152225312006277,0.00675,0.026454249981888275,0.8096478436103721
video,13,0.8583206048047339,0.0858320604804734,contain,0.9552075310713396,0.9827865094030657,0.0038070431277925578,0.005149923628828404,0.00675,0.02639943714566558,0.7886555259636707
video,14,0.8568625668259195,0.08568625668259196,contain,1.002685486511078,0.9795078584627591,0.0042268894807265854,0.0051411754009555175,0.00675,0.026349847366232693,0.7681413926772092
video,15,0.8558117587521326,0.08558117587521326,contain,1.048159242925848,0.9765570726164832,0.004637172146455817,0.005134870552512796,0.00675,0.02630500675716668,0.7480886875139856
video,16,0.8553931295861378,0.08553931295861378,contain,1.0917721861674277,0.9739013653548348,0.005038226249720288,0.005132358777516826,0.00675,0.026264479797394522,0.7284800751887945
video,17,0.8548952473222804,0.08548952473222804,contain,1.1335908234529586,0.9715112288193514,0.005430398496224109,0.005129371483933682,0.00675,0.0262278671606678,0.7093032350404171
video,18,0.8536251455967948,0.08536251455967948,contain,1.1736097050745196,0.9693601059374162,0.005813935299191657,0.005121750873580769,0.00675,0.026194803458871006,0.690550616007157
video,19,0.8534247486659945,0.08534247486659946,contain,1.2120077917381382,0.9674240953436746,0.006188987679856861,0.005120548491995967,0.00675,0.02616495496171614,0.6722041002333018
video,20,0.8504993587645445,0.08504993587645446,contain,1.248577415945067,0.9656816858093071,0.006555917995333964,0.005102996152587267,0.00675,0.026138017339889862,0.6542690047361587
video,21,0.8504400955822934,0.08504400955822934,contain,1.2836783288654938,0.9641135172283765,0.006914619905276827,0.005102640573493761,0.00675,0.02611371346625356,0.6367172706016883
video,22,0.8498122863277098,0.08498122863277098,contain,1.317312424343645,0.9627021655055388,0.007265654587966235,0.005098873717966259,0.00675,0.026091791299748222,0.61954226017194
video,23,0.8491087926153565,0.08491087926153566,contain,1.3495308066314347,0.9614319489549848,0.0076091547965612,0.00509465275569214,0.00675,0.02607202186878821,0.602734740344021
video,24,0.8487238793214154,0.08487238793214154,contain,1.3804219622983187,0.9602887540594863,0.00794530519311958,0.005092343275928492,0.00675,0.026054197364766964,0.5862835048964451
video,25,0.8480533833048042,0.08480533833048043,contain,1.4100104221368661,0.9592598786535377,0.008274329902071099,0.005088320299828825,0.00675,0.026038129351528074,0.5701813851471593
video,26,0.8462839637854902,0.08462839637854902,contain,1.4382384016299405,0.9583338907881839,0.008596372297056813,0.005077703782712941,0.00675,0.026023647093010912,0.5544264065684923
