accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,brier,dataset,model,n_classes,time_sec
0.5133333333333333,0.232183908045977,0.37151211361737674,0.5133333333333333,0.41596736596736594,0.4940431468389049,0.4227097478356061,,cyber,ExtraTrees,4,0.46648550033569336
0.9999810466063949,0.9999474513925382,1.0,0.9998949027850762,0.9999474486310368,0.9999999975697819,0.9999999889557362,2.4925081176573458e-05,video,RandomForest,2,28.75763201713562
